"district","date","cases","deaths"
"Badin","2021-09-02","47","0"
"Karachi Central","2021-09-02","132","4"
"Dadu","2021-09-02","18","0"
"Karachi East","2021-09-02","214","2"
"Ghotki","2021-09-02","21","0"
"Hyderabad","2021-09-02","110","0"
"Jacobabad","2021-09-02","12","0"
"Jamshoro","2021-09-02","3","0"
"Shahdadkot","2021-09-02","13","0"
"Korangi","2021-09-02","29","2"
"Kashmore","2021-09-02","6","0"
"Khairpur","2021-09-02","34","0"
"Larkana","2021-09-02","2","0"
"Karachi Malir","2021-09-02","55","0"
"Matiari","2021-09-02","23","0"
"Mirpurkhas","2021-09-02","4","0"
"Nowshero Feroze","2021-09-02","26","0"
"Sanghar","2021-09-02","21","0"
"Shaheed Banazir Abad","2021-09-02","25","0"
"Shikarpur","2021-09-02","25","0"
"Karachi South","2021-09-02","130","0"
"Sujawal","2021-09-02","0","0"
"Sukkur","2021-09-02","6","0"
"Tando Allahyar","2021-09-02","18","0"
"Tando Muhammad Khan","2021-09-02","20","0"
"Tharparkar","2021-09-02","32","0"
"Thatta","2021-09-02","38","0"
"Umerkot","2021-09-02","20","0"
"Karachi West","2021-09-02","35","0"
"Badin","2021-09-03","27","0"
"Karachi Central","2021-09-03","137","3"
"Dadu","2021-09-03","18","0"
"Karachi East","2021-09-03","140","4"
"Ghotki","2021-09-03","17","0"
"Hyderabad","2021-09-03","118","0"
"Jacobabad","2021-09-03","10","0"
"Jamshoro","2021-09-03","66","0"
"Shahdadkot","2021-09-03","0","0"
"Korangi","2021-09-03","39","1"
"Kashmore","2021-09-03","20","0"
"Khairpur","2021-09-03","21","0"
"Larkana","2021-09-03","6","0"
"Karachi Malir","2021-09-03","50","0"
"Matiari","2021-09-03","27","0"
"Mirpurkhas","2021-09-03","16","0"
"Nowshero Feroze","2021-09-03","26","0"
"Sanghar","2021-09-03","29","1"
"Shaheed Banazir Abad","2021-09-03","23","0"
"Shikarpur","2021-09-03","16","0"
"Karachi South","2021-09-03","101","1"
"Sujawal","2021-09-03","19","0"
"Sukkur","2021-09-03","23","0"
"Tando Allahyar","2021-09-03","45","0"
"Tando Muhammad Khan","2021-09-03","0","0"
"Tharparkar","2021-09-03","35","1"
"Thatta","2021-09-03","31","0"
"Umerkot","2021-09-03","21","0"
"Karachi West","2021-09-03","25","1"
"Badin","2021-09-04","25","0"
"Karachi Central","2021-09-04","65","2"
"Dadu","2021-09-04","10","0"
"Karachi East","2021-09-04","205","1"
"Ghotki","2021-09-04","36","0"
"Hyderabad","2021-09-04","179","0"
"Jacobabad","2021-09-04","6","0"
"Jamshoro","2021-09-04","3","0"
"Shahdadkot","2021-09-04","14","0"
"Korangi","2021-09-04","24","1"
"Kashmore","2021-09-04","21","0"
"Khairpur","2021-09-04","15","0"
"Larkana","2021-09-04","1","0"
"Karachi Malir","2021-09-04","54","0"
"Matiari","2021-09-04","30","0"
"Mirpurkhas","2021-09-04","22","0"
"Nowshero Feroze","2021-09-04","26","0"
"Sanghar","2021-09-04","25","0"
"Shaheed Banazir Abad","2021-09-04","6","0"
"Shikarpur","2021-09-04","11","0"
"Karachi South","2021-09-04","38","3"
"Sujawal","2021-09-04","27","0"
"Sukkur","2021-09-04","14","0"
"Tando Allahyar","2021-09-04","1","0"
"Tando Muhammad Khan","2021-09-04","15","0"
"Tharparkar","2021-09-04","18","0"
"Thatta","2021-09-04","31","1"
"Umerkot","2021-09-04","11","1"
"Karachi West","2021-09-04","26","1"
"Badin","2021-09-05","51","0"
"Karachi Central","2021-09-05","55","3"
"Dadu","2021-09-05","8","0"
"Karachi East","2021-09-05","100","0"
"Ghotki","2021-09-05","18","0"
"Hyderabad","2021-09-05","108","0"
"Jacobabad","2021-09-05","8","0"
"Jamshoro","2021-09-05","30","0"
"Shahdadkot","2021-09-05","32","0"
"Korangi","2021-09-05","27","0"
"Kashmore","2021-09-05","14","0"
"Khairpur","2021-09-05","18","0"
"Larkana","2021-09-05","7","0"
"Karachi Malir","2021-09-05","31","0"
"Matiari","2021-09-05","21","0"
"Mirpurkhas","2021-09-05","46","0"
"Nowshero Feroze","2021-09-05","22","0"
"Sanghar","2021-09-05","35","0"
"Shaheed Banazir Abad","2021-09-05","41","0"
"Shikarpur","2021-09-05","10","0"
"Karachi South","2021-09-05","93","0"
"Sujawal","2021-09-05","35","0"
"Sukkur","2021-09-05","19","0"
"Tando Allahyar","2021-09-05","36","0"
"Tando Muhammad Khan","2021-09-05","26","0"
"Tharparkar","2021-09-05","28","0"
"Thatta","2021-09-05","31","0"
"Umerkot","2021-09-05","11","0"
"Karachi West","2021-09-05","29","0"
"Badin","2021-09-06","41","0"
"Karachi Central","2021-09-06","54","13"
"Dadu","2021-09-06","16","0"
"Karachi East","2021-09-06","127","9"
"Ghotki","2021-09-06","4","0"
"Hyderabad","2021-09-06","94","0"
"Jacobabad","2021-09-06","0","0"
"Jamshoro","2021-09-06","22","0"
"Shahdadkot","2021-09-06","1","0"
"Korangi","2021-09-06","32","3"
"Kashmore","2021-09-06","0","0"
"Khairpur","2021-09-06","3","0"
"Larkana","2021-09-06","4","0"
"Karachi Malir","2021-09-06","29","0"
"Matiari","2021-09-06","29","0"
"Mirpurkhas","2021-09-06","6","1"
"Nowshero Feroze","2021-09-06","33","1"
"Sanghar","2021-09-06","33","0"
"Shaheed Banazir Abad","2021-09-06","25","0"
"Shikarpur","2021-09-06","0","0"
"Karachi South","2021-09-06","108","3"
"Sujawal","2021-09-06","0","0"
"Sukkur","2021-09-06","4","1"
"Tando Allahyar","2021-09-06","13","0"
"Tando Muhammad Khan","2021-09-06","18","0"
"Tharparkar","2021-09-06","0","0"
"Thatta","2021-09-06","21","0"
"Umerkot","2021-09-06","18","1"
"Karachi West","2021-09-06","14","1"
"Badin","2021-09-07","29","0"
"Karachi Central","2021-09-07","66","11"
"Dadu","2021-09-07","3","0"
"Karachi East","2021-09-07","127","7"
"Ghotki","2021-09-07","20","0"
"Hyderabad","2021-09-07","139","0"
"Jacobabad","2021-09-07","10","0"
"Jamshoro","2021-09-07","15","0"
"Shahdadkot","2021-09-07","26","0"
"Korangi","2021-09-07","44","3"
"Kashmore","2021-09-07","3","0"
"Khairpur","2021-09-07","20","0"
"Larkana","2021-09-07","44","0"
"Karachi Malir","2021-09-07","45","0"
"Matiari","2021-09-07","34","0"
"Mirpurkhas","2021-09-07","18","0"
"Nowshero Feroze","2021-09-07","1","0"
"Sanghar","2021-09-07","44","0"
"Shaheed Banazir Abad","2021-09-07","36","0"
"Shikarpur","2021-09-07","18","1"
"Karachi South","2021-09-07","107","4"
"Sujawal","2021-09-07","0","0"
"Sukkur","2021-09-07","8","0"
"Tando Allahyar","2021-09-07","18","0"
"Tando Muhammad Khan","2021-09-07","1","0"
"Tharparkar","2021-09-07","1","0"
"Thatta","2021-09-07","23","0"
"Umerkot","2021-09-07","24","0"
"Karachi West","2021-09-07","23","4"
"Badin","2021-09-08","50","0"
"Karachi Central","2021-09-08","84","7"
"Dadu","2021-09-08","24","1"
"Karachi East","2021-09-08","239","9"
"Ghotki","2021-09-08","9","0"
"Hyderabad","2021-09-08","173","0"
"Jacobabad","2021-09-08","0","1"
"Jamshoro","2021-09-08","15","0"
"Shahdadkot","2021-09-08","0","0"
"Korangi","2021-09-08","34","5"
"Kashmore","2021-09-08","9","0"
"Khairpur","2021-09-08","2","0"
"Larkana","2021-09-08","5","0"
"Karachi Malir","2021-09-08","56","2"
"Matiari","2021-09-08","36","0"
"Mirpurkhas","2021-09-08","21","0"
"Nowshero Feroze","2021-09-08","1","2"
"Sanghar","2021-09-08","2","0"
"Shaheed Banazir Abad","2021-09-08","33","1"
"Shikarpur","2021-09-08","1","0"
"Karachi South","2021-09-08","168","5"
"Sujawal","2021-09-08","0","0"
"Sukkur","2021-09-08","10","0"
"Tando Allahyar","2021-09-08","17","1"
"Tando Muhammad Khan","2021-09-08","30","0"
"Tharparkar","2021-09-08","31","0"
"Thatta","2021-09-08","47","1"
"Umerkot","2021-09-08","27","1"
"Karachi West","2021-09-08","36","5"
"Badin","2021-09-09","37","0"
"Karachi Central","2021-09-09","69","1"
"Dadu","2021-09-09","3","0"
"Karachi East","2021-09-09","134","4"
"Ghotki","2021-09-09","21","1"
"Hyderabad","2021-09-09","120","3"
"Jacobabad","2021-09-09","15","0"
"Jamshoro","2021-09-09","64","1"
"Shahdadkot","2021-09-09","0","0"
"Korangi","2021-09-09","22","3"
"Kashmore","2021-09-09","25","0"
"Khairpur","2021-09-09","8","0"
"Larkana","2021-09-09","20","0"
"Karachi Malir","2021-09-09","20","1"
"Matiari","2021-09-09","31","0"
"Mirpurkhas","2021-09-09","25","0"
"Nowshero Feroze","2021-09-09","16","0"
"Sanghar","2021-09-09","61","0"
"Shaheed Banazir Abad","2021-09-09","1","0"
"Shikarpur","2021-09-09","19","0"
"Karachi South","2021-09-09","92","0"
"Sujawal","2021-09-09","7","0"
"Sukkur","2021-09-09","18","0"
"Tando Allahyar","2021-09-09","11","0"
"Tando Muhammad Khan","2021-09-09","1","0"
"Tharparkar","2021-09-09","30","0"
"Thatta","2021-09-09","21","0"
"Umerkot","2021-09-09","30","1"
"Karachi West","2021-09-09","23","0"
"Badin","2021-09-10","32","0"
"Karachi Central","2021-09-10","62","7"
"Dadu","2021-09-10","23","0"
"Karachi East","2021-09-10","189","8"
"Ghotki","2021-09-10","29","0"
"Hyderabad","2021-09-10","140","5"
"Jacobabad","2021-09-10","8","0"
"Jamshoro","2021-09-10","17","0"
"Shahdadkot","2021-09-10","21","0"
"Korangi","2021-09-10","28","1"
"Kashmore","2021-09-10","9","0"
"Khairpur","2021-09-10","14","0"
"Larkana","2021-09-10","9","0"
"Karachi Malir","2021-09-10","32","1"
"Matiari","2021-09-10","18","1"
"Mirpurkhas","2021-09-10","21","0"
"Nowshero Feroze","2021-09-10","19","0"
"Sanghar","2021-09-10","30","1"
"Shaheed Banazir Abad","2021-09-10","20","0"
"Shikarpur","2021-09-10","22","0"
"Karachi South","2021-09-10","127","1"
"Sujawal","2021-09-10","38","0"
"Sukkur","2021-09-10","25","0"
"Tando Allahyar","2021-09-10","33","0"
"Tando Muhammad Khan","2021-09-10","18","0"
"Tharparkar","2021-09-10","21","0"
"Thatta","2021-09-10","31","0"
"Umerkot","2021-09-10","7","0"
"Karachi West","2021-09-10","18","1"
"Badin","2021-09-11","37","0"
"Karachi Central","2021-09-11","36","3"
"Dadu","2021-09-11","24","0"
"Karachi East","2021-09-11","131","1"
"Ghotki","2021-09-11","13","0"
"Hyderabad","2021-09-11","131","4"
"Jacobabad","2021-09-11","6","0"
"Jamshoro","2021-09-11","8","0"
"Shahdadkot","2021-09-11","0","0"
"Korangi","2021-09-11","14","1"
"Kashmore","2021-09-11","6","0"
"Khairpur","2021-09-11","12","0"
"Larkana","2021-09-11","11","0"
"Karachi Malir","2021-09-11","42","2"
"Matiari","2021-09-11","26","0"
"Mirpurkhas","2021-09-11","13","0"
"Nowshero Feroze","2021-09-11","14","0"
"Sanghar","2021-09-11","40","0"
"Shaheed Banazir Abad","2021-09-11","47","0"
"Shikarpur","2021-09-11","16","0"
"Karachi South","2021-09-11","76","2"
"Sujawal","2021-09-11","30","0"
"Sukkur","2021-09-11","14","0"
"Tando Allahyar","2021-09-11","28","0"
"Tando Muhammad Khan","2021-09-11","8","0"
"Tharparkar","2021-09-11","39","0"
"Thatta","2021-09-11","34","0"
"Umerkot","2021-09-11","12","0"
"Karachi West","2021-09-11","15","2"
"Badin","2021-09-12","26","0"
"Karachi Central","2021-09-12","77","3"
"Dadu","2021-09-12","14","0"
"Karachi East","2021-09-12","124","7"
"Ghotki","2021-09-12","4","1"
"Hyderabad","2021-09-12","85","3"
"Jacobabad","2021-09-12","0","0"
"Jamshoro","2021-09-12","54","1"
"Shahdadkot","2021-09-12","0","0"
"Korangi","2021-09-12","18","2"
"Kashmore","2021-09-12","5","0"
"Khairpur","2021-09-12","0","0"
"Larkana","2021-09-12","11","0"
"Karachi Malir","2021-09-12","34","0"
"Matiari","2021-09-12","30","0"
"Mirpurkhas","2021-09-12","10","0"
"Nowshero Feroze","2021-09-12","19","0"
"Sanghar","2021-09-12","34","0"
"Shaheed Banazir Abad","2021-09-12","37","1"
"Shikarpur","2021-09-12","0","0"
"Karachi South","2021-09-12","59","0"
"Sujawal","2021-09-12","17","0"
"Sukkur","2021-09-12","3","0"
"Tando Allahyar","2021-09-12","24","0"
"Tando Muhammad Khan","2021-09-12","23","0"
"Tharparkar","2021-09-12","29","0"
"Thatta","2021-09-12","32","1"
"Umerkot","2021-09-12","10","0"
"Karachi West","2021-09-12","22","4"
"Badin","2021-09-13","31","1"
"Karachi Central","2021-09-13","22","4"
"Dadu","2021-09-13","19","0"
"Karachi East","2021-09-13","75","1"
"Ghotki","2021-09-13","18","0"
"Hyderabad","2021-09-13","101","3"
"Jacobabad","2021-09-13","11","0"
"Jamshoro","2021-09-13","1","1"
"Shahdadkot","2021-09-13","25","0"
"Korangi","2021-09-13","23","3"
"Kashmore","2021-09-13","1","0"
"Khairpur","2021-09-13","3","0"
"Larkana","2021-09-13","14","0"
"Karachi Malir","2021-09-13","13","0"
"Matiari","2021-09-13","46","1"
"Mirpurkhas","2021-09-13","21","0"
"Nowshero Feroze","2021-09-13","27","0"
"Sanghar","2021-09-13","31","0"
"Shaheed Banazir Abad","2021-09-13","19","0"
"Shikarpur","2021-09-13","13","0"
"Karachi South","2021-09-13","28","1"
"Sujawal","2021-09-13","0","0"
"Sukkur","2021-09-13","17","0"
"Tando Allahyar","2021-09-13","18","0"
"Tando Muhammad Khan","2021-09-13","20","0"
"Tharparkar","2021-09-13","24","0"
"Thatta","2021-09-13","23","0"
"Umerkot","2021-09-13","9","0"
"Karachi West","2021-09-13","3","2"
"Badin","2021-09-14","14","1"
"Karachi Central","2021-09-14","53","5"
"Dadu","2021-09-14","14","0"
"Karachi East","2021-09-14","118","0"
"Ghotki","2021-09-14","12","0"
"Hyderabad","2021-09-14","132","0"
"Jacobabad","2021-09-14","7","0"
"Jamshoro","2021-09-14","17","0"
"Shahdadkot","2021-09-14","1","0"
"Korangi","2021-09-14","24","2"
"Kashmore","2021-09-14","6","0"
"Khairpur","2021-09-14","26","0"
"Larkana","2021-09-14","12","0"
"Karachi Malir","2021-09-14","18","0"
"Matiari","2021-09-14","0","0"
"Mirpurkhas","2021-09-14","6","0"
"Nowshero Feroze","2021-09-14","1","0"
"Sanghar","2021-09-14","32","1"
"Shaheed Banazir Abad","2021-09-14","15","0"
"Shikarpur","2021-09-14","16","0"
"Karachi South","2021-09-14","102","4"
"Sujawal","2021-09-14","0","0"
"Sukkur","2021-09-14","16","0"
"Tando Allahyar","2021-09-14","0","0"
"Tando Muhammad Khan","2021-09-14","17","0"
"Tharparkar","2021-09-14","19","0"
"Thatta","2021-09-14","1","0"
"Umerkot","2021-09-14","0","1"
"Karachi West","2021-09-14","8","1"
"Badin","2021-09-15","31","1"
"Karachi Central","2021-09-15","39","5"
"Dadu","2021-09-15","25","0"
"Karachi East","2021-09-15","98","2"
"Ghotki","2021-09-15","10","0"
"Hyderabad","2021-09-15","103","2"
"Jacobabad","2021-09-15","11","0"
"Jamshoro","2021-09-15","30","0"
"Shahdadkot","2021-09-15","0","0"
"Korangi","2021-09-15","22","1"
"Kashmore","2021-09-15","0","0"
"Khairpur","2021-09-15","1","0"
"Larkana","2021-09-15","8","0"
"Karachi Malir","2021-09-15","21","0"
"Matiari","2021-09-15","27","0"
"Mirpurkhas","2021-09-15","15","0"
"Nowshero Feroze","2021-09-15","18","0"
"Sanghar","2021-09-15","31","1"
"Shaheed Banazir Abad","2021-09-15","8","0"
"Shikarpur","2021-09-15","15","0"
"Karachi South","2021-09-15","30","4"
"Sujawal","2021-09-15","46","0"
"Sukkur","2021-09-15","25","0"
"Tando Allahyar","2021-09-15","30","0"
"Tando Muhammad Khan","2021-09-15","19","0"
"Tharparkar","2021-09-15","29","0"
"Thatta","2021-09-15","61","0"
"Umerkot","2021-09-15","27","0"
"Karachi West","2021-09-15","16","1"
"Badin","2021-09-16","32","0"
"Karachi Central","2021-09-16","63","1"
"Dadu","2021-09-16","5","0"
"Karachi East","2021-09-16","119","4"
"Ghotki","2021-09-16","13","0"
"Hyderabad","2021-09-16","107","0"
"Jacobabad","2021-09-16","11","0"
"Jamshoro","2021-09-16","31","0"
"Shahdadkot","2021-09-16","18","0"
"Korangi","2021-09-16","35","2"
"Kashmore","2021-09-16","23","0"
"Khairpur","2021-09-16","33","0"
"Larkana","2021-09-16","10","0"
"Karachi Malir","2021-09-16","47","0"
"Matiari","2021-09-16","27","0"
"Mirpurkhas","2021-09-16","26","0"
"Nowshero Feroze","2021-09-16","27","0"
"Sanghar","2021-09-16","35","0"
"Shaheed Banazir Abad","2021-09-16","40","0"
"Shikarpur","2021-09-16","14","0"
"Karachi South","2021-09-16","97","3"
"Sujawal","2021-09-16","0","0"
"Sukkur","2021-09-16","13","0"
"Tando Allahyar","2021-09-16","29","0"
"Tando Muhammad Khan","2021-09-16","30","0"
"Tharparkar","2021-09-16","23","0"
"Thatta","2021-09-16","1","0"
"Umerkot","2021-09-16","18","0"
"Karachi West","2021-09-16","28","2"
"Badin","2021-09-17","17","0"
"Karachi Central","2021-09-17","29","4"
"Dadu","2021-09-17","17","1"
"Karachi East","2021-09-17","60","6"
"Ghotki","2021-09-17","16","0"
"Hyderabad","2021-09-17","117","0"
"Jacobabad","2021-09-17","7","0"
"Jamshoro","2021-09-17","16","0"
"Shahdadkot","2021-09-17","0","0"
"Korangi","2021-09-17","34","2"
"Kashmore","2021-09-17","12","0"
"Khairpur","2021-09-17","1","0"
"Larkana","2021-09-17","12","0"
"Karachi Malir","2021-09-17","7","1"
"Matiari","2021-09-17","27","0"
"Mirpurkhas","2021-09-17","13","0"
"Nowshero Feroze","2021-09-17","19","0"
"Sanghar","2021-09-17","32","0"
"Shaheed Banazir Abad","2021-09-17","27","0"
"Shikarpur","2021-09-17","12","0"
"Karachi South","2021-09-17","55","1"
"Sujawal","2021-09-17","19","0"
"Sukkur","2021-09-17","12","0"
"Tando Allahyar","2021-09-17","2","0"
"Tando Muhammad Khan","2021-09-17","16","0"
"Tharparkar","2021-09-17","29","0"
"Thatta","2021-09-17","17","0"
"Umerkot","2021-09-17","17","0"
"Karachi West","2021-09-17","10","4"
"Badin","2021-09-18","20","1"
"Karachi Central","2021-09-18","37","2"
"Dadu","2021-09-18","1","0"
"Karachi East","2021-09-18","113","7"
"Ghotki","2021-09-18","2","0"
"Hyderabad","2021-09-18","100","2"
"Jacobabad","2021-09-18","1","0"
"Jamshoro","2021-09-18","15","0"
"Shahdadkot","2021-09-18","1","0"
"Korangi","2021-09-18","38","0"
"Kashmore","2021-09-18","3","0"
"Khairpur","2021-09-18","5","0"
"Larkana","2021-09-18","12","0"
"Karachi Malir","2021-09-18","32","0"
"Matiari","2021-09-18","31","0"
"Mirpurkhas","2021-09-18","32","0"
"Nowshero Feroze","2021-09-18","1","0"
"Sanghar","2021-09-18","26","0"
"Shaheed Banazir Abad","2021-09-18","9","0"
"Shikarpur","2021-09-18","0","0"
"Karachi South","2021-09-18","89","1"
"Sujawal","2021-09-18","51","0"
"Sukkur","2021-09-18","1","0"
"Tando Allahyar","2021-09-18","29","0"
"Tando Muhammad Khan","2021-09-18","6","0"
"Tharparkar","2021-09-18","19","0"
"Thatta","2021-09-18","13","0"
"Umerkot","2021-09-18","14","0"
"Karachi West","2021-09-18","30","1"
"Badin","2021-09-19","19","0"
"Karachi Central","2021-09-19","45","0"
"Dadu","2021-09-19","23","1"
"Karachi East","2021-09-19","56","6"
"Ghotki","2021-09-19","5","0"
"Hyderabad","2021-09-19","86","0"
"Jacobabad","2021-09-19","4","0"
"Jamshoro","2021-09-19","23","0"
"Shahdadkot","2021-09-19","22","0"
"Korangi","2021-09-19","42","0"
"Kashmore","2021-09-19","1","0"
"Khairpur","2021-09-19","3","0"
"Larkana","2021-09-19","11","0"
"Karachi Malir","2021-09-19","10","0"
"Matiari","2021-09-19","27","0"
"Mirpurkhas","2021-09-19","1","0"
"Nowshero Feroze","2021-09-19","7","0"
"Sanghar","2021-09-19","2","0"
"Shaheed Banazir Abad","2021-09-19","37","0"
"Shikarpur","2021-09-19","11","0"
"Karachi South","2021-09-19","71","3"
"Sujawal","2021-09-19","0","0"
"Sukkur","2021-09-19","0","0"
"Tando Allahyar","2021-09-19","0","0"
"Tando Muhammad Khan","2021-09-19","0","0"
"Tharparkar","2021-09-19","0","0"
"Thatta","2021-09-19","0","0"
"Umerkot","2021-09-19","0","0"
"Karachi West","2021-09-19","0","2"
"Badin","2021-09-20","14","0"
"Karachi Central","2021-09-20","27","1"
"Dadu","2021-09-20","1","0"
"Karachi East","2021-09-20","84","3"
"Ghotki","2021-09-20","1","0"
"Hyderabad","2021-09-20","58","0"
"Jacobabad","2021-09-20","0","0"
"Jamshoro","2021-09-20","50","1"
"Shahdadkot","2021-09-20","0","0"
"Korangi","2021-09-20","32","3"
"Kashmore","2021-09-20","0","0"
"Khairpur","2021-09-20","6","0"
"Larkana","2021-09-20","12","1"
"Karachi Malir","2021-09-20","4","2"
"Matiari","2021-09-20","28","0"
"Mirpurkhas","2021-09-20","28","0"
"Nowshero Feroze","2021-09-20","11","0"
"Sanghar","2021-09-20","33","1"
"Shaheed Banazir Abad","2021-09-20","21","0"
"Shikarpur","2021-09-20","0","0"
"Karachi South","2021-09-20","49","2"
"Sujawal","2021-09-20","16","0"
"Sukkur","2021-09-20","0","0"
"Tando Allahyar","2021-09-20","0","0"
"Tando Muhammad Khan","2021-09-20","6","0"
"Tharparkar","2021-09-20","20","0"
"Thatta","2021-09-20","60","0"
"Umerkot","2021-09-20","17","0"
"Karachi West","2021-09-20","26","3"
"Badin","2021-09-21","21","0"
"Karachi Central","2021-09-21","117","1"
"Dadu","2021-09-21","26","0"
"Karachi East","2021-09-21","136","3"
"Ghotki","2021-09-21","10","0"
"Hyderabad","2021-09-21","86","0"
"Jacobabad","2021-09-21","6","0"
"Jamshoro","2021-09-21","36","0"
"Shahdadkot","2021-09-21","0","0"
"Korangi","2021-09-21","30","0"
"Kashmore","2021-09-21","6","0"
"Khairpur","2021-09-21","6","0"
"Larkana","2021-09-21","12","0"
"Karachi Malir","2021-09-21","18","0"
"Matiari","2021-09-21","21","0"
"Mirpurkhas","2021-09-21","13","0"
"Nowshero Feroze","2021-09-21","24","0"
"Sanghar","2021-09-21","47","0"
"Shaheed Banazir Abad","2021-09-21","2","0"
"Shikarpur","2021-09-21","9","0"
"Karachi South","2021-09-21","73","2"
"Sujawal","2021-09-21","0","0"
"Sukkur","2021-09-21","10","0"
"Tando Allahyar","2021-09-21","27","0"
"Tando Muhammad Khan","2021-09-21","0","0"
"Tharparkar","2021-09-21","22","0"
"Thatta","2021-09-21","2","0"
"Umerkot","2021-09-21","13","0"
"Karachi West","2021-09-21","30","0"
"Badin","2021-09-22","35","0"
"Karachi Central","2021-09-22","123","5"
"Dadu","2021-09-22","14","0"
"Karachi East","2021-09-22","110","2"
"Ghotki","2021-09-22","2","0"
"Hyderabad","2021-09-22","63","1"
"Jacobabad","2021-09-22","2","0"
"Jamshoro","2021-09-22","0","0"
"Shahdadkot","2021-09-22","0","0"
"Korangi","2021-09-22","47","2"
"Kashmore","2021-09-22","1","0"
"Khairpur","2021-09-22","7","0"
"Larkana","2021-09-22","10","0"
"Karachi Malir","2021-09-22","35","0"
"Matiari","2021-09-22","26","0"
"Mirpurkhas","2021-09-22","16","0"
"Nowshero Feroze","2021-09-22","1","0"
"Sanghar","2021-09-22","24","0"
"Shaheed Banazir Abad","2021-09-22","40","0"
"Shikarpur","2021-09-22","1","0"
"Karachi South","2021-09-22","43","3"
"Sujawal","2021-09-22","41","0"
"Sukkur","2021-09-22","1","0"
"Tando Allahyar","2021-09-22","14","0"
"Tando Muhammad Khan","2021-09-22","25","0"
"Tharparkar","2021-09-22","18","0"
"Thatta","2021-09-22","18","0"
"Umerkot","2021-09-22","1","0"
"Karachi West","2021-09-22","37","1"
"Badin","2021-09-23","21","0"
"Karachi Central","2021-09-23","25","2"
"Dadu","2021-09-23","13","0"
"Karachi East","2021-09-23","93","0"
"Ghotki","2021-09-23","19","0"
"Hyderabad","2021-09-23","126","0"
"Jacobabad","2021-09-23","17","0"
"Jamshoro","2021-09-23","34","0"
"Shahdadkot","2021-09-23","0","0"
"Korangi","2021-09-23","39","0"
"Kashmore","2021-09-23","0","0"
"Khairpur","2021-09-23","11","0"
"Larkana","2021-09-23","4","0"
"Karachi Malir","2021-09-23","19","0"
"Matiari","2021-09-23","20","0"
"Mirpurkhas","2021-09-23","10","0"
"Nowshero Feroze","2021-09-23","34","0"
"Sanghar","2021-09-23","24","0"
"Shaheed Banazir Abad","2021-09-23","21","0"
"Shikarpur","2021-09-23","23","0"
"Karachi South","2021-09-23","50","1"
"Sujawal","2021-09-23","0","0"
"Sukkur","2021-09-23","26","0"
"Tando Allahyar","2021-09-23","18","0"
"Tando Muhammad Khan","2021-09-23","5","0"
"Tharparkar","2021-09-23","25","0"
"Thatta","2021-09-23","42","0"
"Umerkot","2021-09-23","28","0"
"Karachi West","2021-09-23","7","0"
"Badin","2021-09-24","18","0"
"Karachi Central","2021-09-24","19","2"
"Dadu","2021-09-24","10","1"
